,Id,Name,Zone,Description,Tel,Add,Region,Town,Travellinginfo,Opentime,Picdescribe1,Px,Py,Orgclass,Ticketinfo,Remarks,Keyword,seg
3195,3195,安通溫泉,,花蓮溫泉飯店推薦安通溫泉飯店。安通溫泉完整保留日式風情建築，包含獨立溫泉湯屋、露天SPA、室內男湯女湯及各式餐廳休閒設備座落於花東縱谷間的安通溫泉飯店擁有青山,886-3-8886108,花蓮縣玉里鎮樂合里溫泉36-3號,花蓮縣,玉里鎮,,08：00~23：00全年無休男、女大浴場每日09:00~14:00為清潔保養時間，暫停開放。,,121.3419,23.28056,,泡湯：成人300元，110-140cm 150元，平日打八折。住宿：1100/人(6人房，平日打5.5折)，另有雙人、四人房。,,,['nan']
3196,3196,林田山文化園區,,過去有「小上海」之稱的林田山林場，被稱為森坂（日語發音：摩里薩卡），以保存最完整的伐木基地聞名。雖然林田山昔日風華不在，但園區中不僅有各種伐木器具、傳統消防物等豐富的文物，還留有頗具規模的中山堂、日式檜木建築群，有著濃厚林業歷史的林田山，成為旅客來花東縱谷必拜訪的人文景點,886-3-8752100,花蓮縣鳳林鎮森榮里林森路99號,花蓮縣,鳳林鎮,,09:00~17:00(週一休館),,121.39858,23.718,,,,,['nan']
3197,3197,向日廣場,,「向日廣場」座落於花蓮漁港，四周被太平洋、賞鯨碼頭、花蓮漁市場及花蓮區漁會所環抱，這裡是太平洋第一道曙光灑落之地，也是「向日」廣場的由來,886-3-8223118,花蓮縣花蓮市花蓮市港濱路35-1號,花蓮縣,花蓮市,,碼頭：全年開放賞鯨：請聯絡各賞鯨公司出航時間,,121.63827,23.99467,,免費參觀．,,,['nan']
3198,3198,瓦拉米步道,,瓦拉米步道是八通關越嶺道東段的一部分，全長約14公里，坡度緩、視野佳，步道沿著拉庫拉庫溪谷而上，具有亞熱帶至寒帶特色的完整生態體系，蘊育著豐富多樣的動植物資源,886-3-8887560,花蓮縣卓溪鄉瓦拉米步道,花蓮縣,卓溪鄉,,09:00～16:30 (每月第二個星期二休館，遇例假日則順延一天）,,121.23561,23.32904,,無門票，東部園區入口－玉里至南安聯外道路(台30線)、南安遊客服務中心、南安至瓦拉米步道系統。(自佳心到瓦拉米須辦理入園及入山證),,,['nan']
3199,3199,美崙山公園,,美崙山公園. 美崙山讓花蓮市成為一座會呼吸的城市，有大草皮可遊憩，有蜿蜒的步道可上山，也有美麗的海景可遠眺。,886-3-8227171,花蓮縣花蓮市新興路,花蓮縣,花蓮市,,美崙山公園全年開放，而生態展示館及科博館每週一休館。,,121.61282,23.99174,,免費,,,['nan']
3200,3200,小天祥,,富東公路上的石門，因溪水長年洗刷削出一條陡峭的小峽谷，長約八百公尺的蝕谷地形，揭露出溪谷兩岸台灣最古老地-「都巒山層」,886-3-8781452,花蓮縣富里鄉豐南村,花蓮縣,富里鄉,,小天祥位於公路旁，只要路通就全年無休,,121.27846,23.14282,,無,,,['nan']
3201,3201,北濱公園,,位於花蓮市區東北角的北濱公園，位置介於花蓮港和美崙溪之間，南可通南濱公園，北則可前往七星潭。 公園佔地廣闊，沿濱海大道前行可清楚看見太平洋毫無遮掩的呈現眼前,886-3-8322141,花蓮縣花蓮市海濱街上,花蓮縣,花蓮市,,全年,,121.61744,23.97886,,不須門票,,,['nan']
3202,3202,崙天遊憩區,,崙天遊憩區位於花蓮縣卓溪鄉古風村崙天部落，遊憩區內有餐飲中心、停車場、住宿區、等遊憩相關服務設施，遊憩區裡的服務中心、圓形露天劇場等建築外觀都展現出濃濃的布農族特色。,886-3-8882765,花蓮縣卓溪鄉古風村崙天18-1號,花蓮縣,卓溪鄉,,24,,121.26626,23.22083,,,,,['nan']
3203,3203,花蓮觀光糖廠,,2002年因製糖成本過高，花蓮糖廠不得已停產並關閉，最後結合觀光轉型並更名「花蓮觀光糖廠」，園區內規劃有客服中心、日式木構造建築群、冰品販賣部、特產展售商店、餐廳,886-3-8705881,花蓮縣光復鄉大進村糖廠街19號,花蓮縣,光復鄉,,觀光糖廠園區為開放式空間，全年開放。商店街各商家營業時間為09:00～18:00；冰品販賣時間為：08:00～20:00（七、八月份08:00～21:00）。,,121.42081,23.65655,,無,,,['nan']
3204,3204,馬太鞍濕地生態園區,,花蓮光復鄉的馬太鞍濕地，是一處湧泉不絕的天然沼澤濕地，並孕育出豐富的鳥類、蛙類、底棲性魚類等多樣化自然生態。還能體驗獨特的巴拉告生態捕魚法，讓人不僅可以上一堂生態課，還能嘗到現撈的魚蝦、鹽烤吳郭魚，以及特有的石頭火鍋，來一場原民美食饗宴,886-3-8700015,花蓮縣光復鄉大全村大全街42巷15號,花蓮縣,光復鄉,,,,121.40917,23.65804,,不須門票,,,['nan']
3205,3205,太巴塱部落,,位在光復鄉的太巴塱部落，在阿美族語有螃蟹的意思，因此在部落中處處可見生動的木雕螃蟹圖騰。這裡不僅保留阿美族傳統家屋、部落刀槍、酒皿等文物,886-3-8703141,花蓮縣光復鄉南富村富愛街22號,花蓮縣,光復鄉,,部落為開放式，此為社區旅遊，以不打擾原有社區作息為主,,121.44756,23.66,,無,,,['nan']
3206,3206,和仁海灘,,蘇花公路上的國家公園和仁界碑旁，就是和仁步道的入口(步道及入口處現因風災已損壞)，步道長約165公尺左右，出步道走過一小段小樹林後，就可到達和仁海灘。,886-3-8621100,花蓮縣秀林鄉富世村富世291號,花蓮縣,秀林鄉,,隨意而行，但仍建議白天前往,,121.70759,24.23071,,免費,,,['nan']
3207,3207,大禹嶺,,"大禹嶺位於臺灣中央山脈主稜鞍部，介於合歡山和畢祿山之間，海拔2,565公尺，是中部橫貫公路的中點，也是臺中、南投、花蓮3縣市的交界。公路在此三叉，一往合歡山，一往梨山，還有一條是前往太魯閣的，因處集散之地，早期路旁多有農家聚集，販售高山蔬果，在青山白雲間透著人的淳厚和鄉野趕集的熱絡",886-3-8621100,花蓮縣秀林鄉太魯閣國家公園境內,花蓮縣,秀林鄉,,全天開放,,121.31209,24.18053,,,,,['nan']
3208,3208,關原雲海,,關原海拔2374公尺，因其高度、氣候條件及立霧溪水氣，常匯集成雲海，充滿飄邈朦朧而美麗。,886-3-8621100,花蓮縣秀林鄉中橫公路117.3公里處,花蓮縣,秀林鄉,,全年,,121.33805,24.18663,,免費,,,['nan']
3209,3209,新白楊服務站,,景點簡介新白楊為合歡山系，海拔1644公尺，太魯閣國家公園設有停車場及公廁，提供遊客短暫休憩。,886-3-8621100,花蓮縣秀林鄉位在中橫公路142.6公里處,花蓮縣,秀林鄉,,全年,,121.43239,24.19826,,免費,,,['nan']
3210,3210,西寶國小,,位於太魯閣國家公園內，為一所具前瞻性開放森林教育實驗學校，原為秀林鄉富世國小之西寶分校，因其特殊的地理位置和多元的文化背景，成為花蓮縣唯一實施「學舍制」的國民小學。,886-3-8691040,花蓮縣秀林鄉富世村西寶11號,花蓮縣,秀林鄉,,全年（學生上課時間，請勿打擾）,,121.48202,24.20785,,,,,['nan']
3211,3211,七星柴魚博物館,,七星柴魚博物館位於花蓮七星潭風景區內，原為廢棄已久的柴魚加工廠，後經空間改造再利用，轉變為具有人文及生態特色的主題館,886-3-8236100,花蓮縣新城鄉大漢村七星街148號,花蓮縣,新城鄉,,[休館日]每週三(寒暑假除外)[營業時間](週一~週五)9:00AM~7:00PM(寒暑假及周末等國定假日)8:00AM~7:00PM僅供參考，一切資訊以官方網站為主。,,121.62935,24.02681,,50元(每張/每人),,,['nan']
3212,3212,花蓮縣石雕博物館,,花蓮縣因天然地形之利，得天獨厚地擁有豐富的礦石資源，並成為國內石雕藝術的大本營，花蓮縣石雕博物館是全國首座以石材作為特色的「主題式博物館」，不但為台灣石雕藝術發展史編寫出一頁新的篇章，同時也為台灣發展地方文化產業的最佳實踐。,886-3-8227121,花蓮縣花蓮市文復路6號,花蓮縣,花蓮市,,週一~週日9:00AM~5:00PM休館日：春節、清明節、端午節、中秋節及換展作業（以館方公告為準）,,121.62833,23.98949,,全票:20元(一般民眾)半票:10元軍警學生(需出示證件、20人以上團體)免費:花蓮縣民(需出示證件)、65歲以上長者、120公分以下兒童、身心障礙持有證明者、榮譽志工持有證明者,,,['nan']
3213,3213,石藝大街,,石藝大街集結各類石材藝品，有臺灣玉、東海岸玉石、水晶等共同展售，配合整體景觀的規劃，讓前來的遊客放鬆心情，細細品味石藝大街琳瑯滿目的精美石材藝品。,886-3-8353730,花蓮縣花蓮市廣東街326號,花蓮縣,花蓮市,,每日14:00~22:30,,121.60937,23.97377,,免費,,,['nan']
3214,3214,南濱公園,,花蓮南濱公園佔地20公頃餘，著海岸全長920公尺，濱臨太平洋，園內小橋流水，亭榭樓閣，草地間還立有許多海洋生物塑像。公園劃分有椰子園、露營區、騎馬俱樂部、兒童遊樂場,886-3-8322141,花蓮縣花蓮市海濱街,花蓮縣,花蓮市,,公園：全天夜市：每天18:00~隔日01:00,,121.61033,23.96842,,免費,,,['nan']
3215,3215,慈濟文化園區(靜思堂),,慈濟文化園區坐落於花蓮市中央路，園區包含了慈濟醫學中心、靜思堂、靜思竹軒及慈濟大學園區，凝聚呈現出慈濟證嚴上人致力「慈善、醫療、教育、文化」四大志業的精神,886-3-8561825,花蓮縣花蓮市中央路三段701號至707號,花蓮縣,花蓮市,,非營業場所，請事先洽詢,,121.59322,23.99462,,無,,,['nan']
3216,3216,錐麓古道,,錐麓古道原為日治時期開鑿的合歡越嶺道路的一部份，如今合歡越嶺古道的許多路段已開築為中部橫貫公路，錐麓古道是原貌保存較好的一段。錐麓古道在海拔700~800公尺左右,886-3-8621100,花蓮縣秀林鄉於中橫公路178K之處,花蓮縣,秀林鄉,,6:00-18:00,,121.56659,24.17279,,請提前申請入園及入山證，開放名額：平日96人、例假日156人。,,,['nan']
3217,3217,布洛灣遊憩區,,布洛灣遊憩區位於中橫燕子口附近的布洛灣台地上，東距太魯閣9公里，西到天祥約10公里。太魯閣國家公園管理處費時3年規劃、闢建，以山地文物的保存與展示為主題,886-3-8621100,花蓮縣秀林鄉於中橫燕子口附近的布洛灣臺地上,花蓮縣,秀林鄉,,泰雅工藝展示館：9：00-16：00(每月第一、第三週週一休館),,121.57302,24.17065,,免費，解說服務預約：03-8621100(轉804),,,['nan']
3218,3218,綠水合流,,綠水步道，綠水曾是太魯閣族人的陀優恩部落，現今的地質地形展示館，早年相繼作為花蓮縣政府太魯閣風景區管理所、太魯閣國家公園管理處、及太魯閣警察隊的辦公室,886-3-8691466,花蓮縣秀林鄉中橫公路172公里處,花蓮縣,秀林鄉,,建議白天前往,,121.50914,24.18056,,合流露營區需收帳台營位的費用，請洽承租廠商,,,['nan']
3219,3219,蓮花池,,蓮花池是太魯閣國家公園區域內唯一的天然高山湖泊，海拔高度1180公尺，日治時期太魯閣族人稱它為『天潭』，後因池中開滿布袋蓮，遂更名為蓮花池,886-3-8621100,花蓮縣秀林鄉中橫公路,花蓮縣,秀林鄉,,全年開放（若有颱風訊息，請詢問太館處）,,121.49504,24.21552,,免費,,,['nan']
3220,3220,梅園竹村步道,,梅園竹村步道 ，全長約12.4Km，是梅園、竹村對外聯繫的交通要道，路徑沿大沙溪左岸的石壁開鑿，沿途多吊橋可欣賞溪流景觀。,886-3-8691466,花蓮縣秀林鄉中橫公路迴頭彎處,花蓮縣,秀林鄉,,非營利場所,,121.48304,24.21378,,非營利場所,,,['nan']
3221,3221,布拉旦風景區(三棧),,「布拉旦風景區（三棧溪）」有「小太魯閣」之稱，位處太魯閣國家公園範圍內，以三棧南溪為主流，而後在三棧村附近和北溪會合出海，注入太平洋。,886-3-8621100,花蓮縣秀林鄉三棧路,花蓮縣,秀林鄉,,全天，建議於白天前往。,,121.60642,24.10426,,免費，但須申請入山證,,,['nan']
3222,3222,慕谷慕魚,,慕谷慕魚位於花蓮縣秀林鄉銅門村，面積涵蓋木瓜溪及其支流清水溪，源自能高山的清水溪又稱能高清水溪，溪長40公里，由大理石組成的河床為其特色，清水溪溪水呈翠綠色，此處又有翡翠谷的原始山林美景，故有著「小天祥」的美稱,886-3-8642157,花蓮縣秀林鄉銅門村榕樹一鄰二號(仁壽橋的橋頭),花蓮縣,秀林鄉,,為山地管制區，需申請入山證才得以進入入山時間：上午梯次：7:30/下午梯次：12:00,,121.49055,23.96927,,為山地管制區，需申請入山證,,,['nan']
3223,3223,白楊步道(水簾洞),,水簾洞主要成因為進行立霧溪水力發電計畫時，於修築此段隧道不慎挖破地下水脈，於是地下水循著岩石裂隙流出不曾間斷,886-3-8621100,花蓮縣秀林鄉天祥白楊步道,花蓮縣,秀林鄉,,步道為安全性考量，開放狀況不定，遊客須提前向天祥管理站查詢詳細資訊後，再動身前往,,121.49027,24.18474,,免費,,,['nan']
3224,3224,鐵道文化園區,,鐵道文化園區被譽為為台灣僅存最完整的窄軌鐵道基地遺址，其景觀與西部火車幹線系統截然不同，且基地位處花蓮市中心,886-3-8338061,花蓮縣花蓮市中山路71號,花蓮縣,花蓮市,,週二至週六 上午08:30~12:00，下午13:30~1700休館日:週一、週日及國定例假日預約：20人以上團體可預約導覽,,121.61074,23.97439,,免費參觀,,,['nan']
3225,3225,舊鐵道文化商圈,,花蓮市舊鐵道是昔日花東鐵路穿過花蓮市區至海邊火車總站的一段鐵道，全長約1.8公里，1979年北迴鐵路通車後，交通重心轉移，舊鐵道失去原有功能而逐漸隱沒在雜亂的市區中,886-3-8322141,花蓮縣花蓮市中正路與成功街交叉口,花蓮縣,花蓮市,,商圈店家約下午至晚上十點營業，例假日、寒暑假會延長,,121.60749,23.97739,,無,,,['nan']
3226,3226,南安瀑布,,玉里鎮沿著台30號公路往西走，可以看見約50公尺高的南安瀑布，垂掛在路旁的山壁上。氣勢磅礡的南安瀑布，是到瓦拉米步道必經過的景點,886-3-8887560,花蓮縣卓溪鄉卓清村清水83-3號,花蓮縣,卓溪鄉,,全年開放（颱風時期，請聯絡管理單位）,,121.2478,23.31174,,免費,,,['nan']
3227,3227,玉山國家公園管理處,,玉山國家公園管理處位在南投縣水里鄉，處於濁水溪與水里溪匯流處的台地，擁有絕佳的觀景環境，可遠眺山巒峻谷及晨曦與晚霞,886-3-8880973,花蓮縣卓溪鄉卓清村南安83號之3,花蓮縣,卓溪鄉,,09:00~16:30休館日：每月第二個星期二，遇假日順延一天,,121.25942,23.30281,,免費,,,['nan']
3228,3228,七星潭自行車道,,兩潭自行車道的有一段瀕臨太平洋，因為連接鯉魚潭及七星潭而稱為兩潭自行車道，大多數人會從南濱公園為起點，沿途行經北濱公園、曙光橋、花蓮鳥踏石公園至花蓮港,886-3-8221711,花蓮縣花蓮市北端,花蓮縣,新城鄉,,全年開放,,121.63197,24.02674,,無,,,['nan']
3229,3229,東海岸遊客服務中心,,沿著台11線走，順著蜿蜒的道路來到東海岸風景區最北端的花蓮遊客中心，坐落於山坡上的遊客中心，內部設有全區自然、人文資源及東部海岸沿線旅遊據點,886-3-8671326,花蓮縣壽豐鄉鹽寮村大坑5號,花蓮縣,壽豐鄉,,上午8:30起至下午5時，每年只有除夕休館簡報放映時間：上午9、10、11時，下午13:30、14:30、15:30、16:30分播放,,121.60304,23.90452,,免費,,,['nan']
3230,3230,富源森林遊樂區,,富源國家森林遊樂區被富源溪所貫穿，有四通八達的環山步道，最深處為龍吟吊橋、富源吊橋、龍吟瀑布，十分清幽，集賞鳥、賞蝶、森林浴與泡湯為一體，提供遊客多樣化的遊憩體驗,886-3-8812377,花蓮縣瑞穗鄉富源村廣東路161號,花蓮縣,萬榮鄉,,上午8：00至下午5：00止,,121.35412,23.58893,,假日／非假日全票NT$ 100元；假日／非假日優待票NT$ 60元◎以上費用僅提供參考，請以現場公告為準，不另行通知！,,,['nan']
3231,3231,保安宮,,嘉里村的保安宮主神為玉皇上帝，是漁民從宜蘭縣頭城鎮草嶺的天公廟「慶雲宮」迎回供奉，建廟初期，以茅草為頂，土角築壇，直到1952年由信士游貽鐘及當時廟祝陳阿樹發動地方信眾重建，至1953年底始竣工落成,886-3-8811306,花蓮縣瑞穗鄉富民村239號,花蓮縣,瑞穗鄉,,全天,,121.35099,23.4771,,免費,,,['nan']
3232,3232,鶴岡文旦觀光果園,,鶴岡村位於花蓮縣瑞穗鄉東側的山坡地上，隔著富源溪與瑞穗市街遙遙相對。民國50年代，這兒曾以「鶴岡紅茶」揚名海外，但因市場條件的轉變，鶴岡紅茶的銷售日益蕭條,886-3-8872598,花蓮縣瑞穗鄉鶴岡村280號,花蓮縣,瑞穗鄉,,請電洽詢問，手機：0932-655707,,121.39894,23.48455,,,,,['nan']
3233,3233,虎頭山步道,,虎頭山原名為「打馬燕山」，為中央山脈中段脊嶺丹大山支脈延伸突出的稜脈，因山頂有一巨石，有如伏虎傲踞山頭，故俗稱「虎頭山」,886-3-8872222,花蓮縣瑞穗鄉西瑞北道路,花蓮縣,瑞穗鄉,,全天,,121.35378,23.45915,,,,,['nan']
3234,3234,瑞穗溫泉,,瑞穗溫泉，又稱外溫泉，西元1919年，日人已開發為警察招待所，建有公共浴場，名滴翠閣。,886-3-8872222,花蓮縣瑞穗鄉循往臺九線至瑞穗，右轉至溫泉路，直行可抵達。,花蓮縣,萬榮鄉,,各業者不同,,121.34465,23.49542,,,,,['nan']
3235,3235,紅葉溫泉,,紅葉溫泉有兩處，另一處在台東縣延平鄉，紅葉溪蜿蜒的流經台東縱谷，為台灣最長的溫泉河，形成了紅葉谷這處沖積平原,886-3-8872176,花蓮縣萬榮鄉紅葉村188號,花蓮縣,萬榮鄉,,全天,,121.32555,23.49059,,,,,['nan']
3236,3236,瑞穗牧場,,以鮮奶暢銷到全臺各地的瑞穗牧場，有著餐飲部、露天咖啡座等設施，來到這裡不僅可喝到產地現榨、現煮的鮮奶，還能看見成群的乳牛或鴕鳥悠閒漫步在草地上，與孩子一起拿牧草親手餵食牠們，而遼闊的園區可以讓小朋友盡情玩耍、跑跳，是個適合親子同遊的景點,886-3-8876611,花蓮縣瑞穗鄉舞鶴村6鄰157號,花蓮縣,瑞穗鄉,,全年無休,,121.34668,23.48004,,,,,['nan']
3237,3237,青蓮寺,,寺內除奉祠釋迦牟尼彿、媽祖、關聖帝君等神，最為當地居民津津樂道的是寺內還供奉著一個年代久遠且據傳曾裝過佛祖神像而被視為該寺鎮寺之寶的『竹籠』。每年的佛祖聖誕日，青蓮寺皆有大型浴佛儀式，農曆春節期間，也會有舉辦大規模的誦經祈福活動，另還有「城隍夜尋」民俗活動。,886-3-8872128,花蓮縣瑞穗鄉美村仁愛路109號,花蓮縣,瑞穗鄉,,全天,,121.39135,23.49098,,,,,['nan']
3238,3238,秀姑巒溪泛舟中心,,每到夏天泛舟旺季，從瑞穗大橋至長虹橋，全程24公里的泛舟河段上，只見一艘艘紅艷艷的橡皮艇將整段河道妝點得綺麗動人。20多處難度不一的激流與險灘，帶給泛舟遊客充滿驚險與刺激的難忘旅遊經驗，而秀姑巒溪沿途的峽谷與奇岩等自然美景，無不烙印在泛舟客的心頭，久久難以忘懷。,886-3-8875400,花蓮縣瑞穗鄉中山路三段215號,花蓮縣,瑞穗鄉,,24,,121.40161,23.48813,,,,,['nan']
3239,3239,奇美原住民文物館,,本館為91年興建，經各方人士多年的努力於96年10月13日開館，為二層樓建築，一樓有文物展示區、特展區、庫房、辦公室及電腦閱讀教室；二樓為陽台區，規劃為部落餐廳，本館明確定位為「全鄉性文物館」，轄內各部落、原住民團體有同等參與權利，除保有文物館原有特色外，將逐步辦理各式特展與研習會，結合秀姑巒溪生態體驗，以豐富文物館內涵。,886-3-8991221,花蓮縣瑞穗鄉奇美村5鄰2-10號,花蓮縣,瑞穗鄉,,,,121.44625,23.49169,,,,,['nan']
3240,3240,掃叭石柱,,英國的巨石陣、復活島的摩艾巨石像都屬於神秘的巨石文化，而在瑞穗舞鶴台地上，也有一處巨石文化，重達好幾公噸的石柱矗立在地面，那就是Satokoay （舞鶴）遺址，也被稱做掃叭石柱。舞鶴遺址至今已有3千多年的歷史，屬於史前文化的遺跡，有著許多當地阿美族與撒奇萊雅族的傳說與謎團，讓這兩根高聳的石柱充滿許多的想像空間。,886-3-8875306,花蓮縣瑞穗鄉舞鶴村北端花東公路臺九線274.8K,花蓮縣,瑞穗鄉,,全天,,121.35961,23.47067,,,,,['nan']
3241,3241,北回歸線地標,,北回歸線標誌公園位在瑞穗舞鶴台地，白色日晷造型的北回歸線標誌，是旅客經過舞鶴台地時必拍照的景點,886-3-8875306,花蓮縣瑞穗鄉舞鶴村臺九線約275.5K,花蓮縣,瑞穗鄉,,全天,,121.35828,23.4655,,,,,['nan']
3242,3242,舞鶴觀光茶園,,海拔100至300公尺的舞鶴台地，依傍高聳的中央山脈，隨風拂來秀姑巒溪與紅葉溪的濕潤水氣，宜人的氣候適合茶樹生長，是天鶴茶的產地，也是小葉綠蟬生長的地點,886-3-8870222,花蓮縣瑞穗鄉中正南路二段336號,花蓮縣,瑞穗鄉,,請電洽詢問。,,121.35465,23.44788,,,,,['nan']
3243,3243,月眉山步道,,月眉山位於月眉部落，因村庄形如月又似眉，因得其名。西隔花蓮溪與中央山脈相望，東眺太平洋，是海岸山脈北起第一座擁有一等三角點的山岳，也是海岸山脈上唯一的國家步道。步道有南北二處入口，總長4.8公里，三角點位於中間2.4公里處,886-3-8527526,花蓮縣壽豐鄉193線到月眉段旁的產業道路,花蓮縣,壽豐鄉,,24HR,,121.54226,23.8141,,,,,['nan']
3244,3244,豐田碧蓮寺（中山公園）,,碧蓮寺位於豐裡村(日治時代豐田移民村中里所在地)南方接近豐坪村(日治時代豐田移民村大平所在地)交界的地方，日治時代森本聚落所在地,886-3-8653579,花蓮縣花蓮市花蓮縣豐裡村民權街一號,花蓮縣,壽豐鄉,,03-8653579,,121.50329,23.84147,,,,,['nan']
3245,3245,鯉魚山步道,,內湖人氣極佳的三座郊山包括忠勇山、鯉魚山及圓覺尖山，又叫內湖三尖。鯉魚山位於忠勇山東南方，兩山連稜，有顆四等三角點，整座山勢呈頭高尾低，因酷似鯉魚而得名,886-3-8641691,花蓮縣壽豐鄉池南村環潭北路100號,花蓮縣,壽豐鄉,,24HR,,121.5082,23.92282,,,,,['nan']
3246,3246,富興步道,,富興步道海拔高度約320公尺，屬低海拔山區，步道穿過竹林、相思樹林，其中又以桂竹林面積最大，走出綠廊道也代表登上了最高點,886-3-8811658,花蓮縣瑞穗鄉富源村193縣道77.5-78公里處,花蓮縣,瑞穗鄉,,24HR,,121.40299,23.57584,,,,,['nan']
3247,3247,富源步道,,區內擁有全台灣最大的樟樹林，園區規劃多條步道，有環溪、生態、芬多精步道，彼此相連形成步道網絡；沿途有瀑布、吊橋、巨石、蝙蝠洞等景觀,886-3-8812377,花蓮縣瑞穗鄉富源村廣東路161號,花蓮縣,萬榮鄉,,24,,121.35489,23.58871,,,,,['nan']
3248,3248,安通越嶺道西段步道,,第一條跨越海岸山脈連通東部海岸及花東縱谷的道路，為清朝至日治時期通婚、傳教、挑貨的重要道路,886-3-8325141,花蓮縣玉里鎮富祥橋尾(約22-22.5公里處)，左轉產業道路順行,花蓮縣,富里鄉,,24HR，管理單位：花蓮林區管理處,,121.35249,23.2786,,,,,['nan']
3249,3249,八通關越道鹿鳴吊橋步道,,八通關古道鹿鳴吊橋段步道位於花蓮縣卓溪鄉，為日治時期八通關越嶺道的一部份。全程都在闊葉林中，緩坡好走，沿途可觀賞亞熱帶植物，欣賞拉庫拉庫溪壯闊之美，體驗特殊吊索橋。,886-3-8885450,花蓮縣玉里鎮仁愛路臺30縣2.5公里處,花蓮縣,卓溪鄉,,依照管理單位當日公告為主,,121.25354,23.31774,,,,,['nan']
3250,3250,台肥海洋深層水園區,,台肥花蓮深層海水園區為全台灣唯一全年穩定供應深層海水之生產基地。目前園區規劃有亞洲最大、也是全台唯一以海洋深層水為主題製水的觀光休閒園區以及深足癒步道,886-3-8236168,花蓮縣花蓮市華東15號,花蓮縣,花蓮市,,週一至週日 9:00-17:00。,,121.63867,24.00789,,,,,['nan']
3251,3251,香又香便當調查局,,香又香便當調查局位於美崙工業區內，調查局幹員將引領各位進入神秘的食品營養核心基地，從各項鑑識分析及蛛絲馬跡的調查中，一起尋找製作一份營養安心的美味便當究竟需經過多少科學實驗與科技製研的關鍵秘密,886-3-8228111,花蓮縣花蓮市美工路15號,花蓮縣,花蓮市,,1.上午08:30~12:00；下午14:00~17:00（最後入館時間：16：00),,121.6316,24.0138,,免費,,,['nan']
3252,3252,東大門國際觀光夜市,,由舊東線鐵路週邊所形成的「東大門商圈」，以東大門夜市為基點相連，銜接百年老店商圈（大禹街、一心街）、伴手禮一條街（中華路）、新港街、節約街以及舊鐵道行人徒步區，具有濃郁的文化氛圍,886-3-0000000,花蓮縣花蓮市六期重劃區(重慶路和中山路口交會處),花蓮縣,花蓮市,,營業時間從下午六點到凌晨十二點左右，客人最多時間在七點至十一點之間。,,121.61158,23.97298,,,,,['nan']
3253,3253,太平洋公園,,花蓮太平洋公園包含南濱段及北濱段。南濱公園依著南濱海岸線建置規劃，保留原始的自然地景，坐在岸邊大顆的石頭上，可遠眺整片太平洋與新月造型的「洄瀾新灣」，在海堤旁，連接兩潭自行車道，公園環境乾淨,886-3-8233820,花蓮縣花蓮市海濱路,花蓮縣,花蓮市,,全天,,121.60796,23.96635,,,,,['nan']
3254,3254,豐濱天空步道,,緣著斷崖絕壁而建的全新棧道，底端由透明的強化玻璃製成，全長約190公尺，一次僅十人進入，一邊是山景，一邊是藍太平洋，腳下的萬丈深淵更是一覽無遺，驚險程度破表,886-3-8791350,花蓮縣豐濱鄉花東海岸公路,花蓮縣,豐濱鄉,,09:00~17:00(除夕及颱風天公休),,121.49231,23.52244,,門票40元/人停車費:遊覽車150元、小客車50元、機車20元,,,['nan']
3255,3255,崇德海灘,,沿著步道步行而下，可抵崇德海灘。景觀平台與步道沿線均設置資源解說系統，遊客可獲得相關的景觀資訊與植物介紹。步道全線由石板鋪設而成，步行約30分鐘即可抵達終點，遊客們可坐在終點平台的階梯上欣賞白浪拍岸與清水斷崖的宏偉雄姿,886-3-8621201,花蓮縣秀林鄉崇德村,花蓮縣,秀林鄉,,全天候開放,,121.39272,24.10413,,,,,['nan']
3256,3256,小錐麓步道,,小錐麓步道位於砂卡礑隧道外側，緊鄰立霧溪下游的邊坡上，這是太魯閣國家公園管理處闢建完成的步道，從太魯閣台地走小錐麓步道，可以直通砂卡礑步道口，再接著走砂卡礑步道,886-3-8621201,花蓮縣秀林鄉砂卡礑隧道,花蓮縣,秀林鄉,,08:00-17:30,,121.37058,24.09398,,,,,['nan']
3257,3257,匯德步道,,原是蘇花公路舊道，匯德隧道完工通車後，擷取一段舊道改為人車共用的景觀道路。道路寬闊平緩，可以細細欣賞清水斷崖美景，享受太平洋海風吹拂的暢快，目前已規劃為步道。,886-3-8621100,花蓮縣秀林鄉蘇花公路174號,花蓮縣,秀林鄉,,全天候開放,,121.39256,24.10453,,,,,['nan']
3258,3258,大禮大同步道,,大禮與大同部落，為太魯閣族原住民保留地，座落在砂卡礑溪溪谷與清水大山之間的平緩台地上，由於部落並無公路可達，大禮大同步道成為部落對外聯絡的唯一道路，偶而可見流籠頭輸送村民的物資，其餘端賴雙腳循山徑徒步而上，在原始山林中，只有滿天星斗及山巒美景相伴，享受遠離塵囂、反璞歸真的生活，是個遺世獨立的世外桃源,886-3-8621100,花蓮縣秀林鄉太魯閣台地，由得卡倫步道進入,花蓮縣,秀林鄉,,全天候開放,,121.38068,24.10494,,,,,['nan']
3259,3259,親不知子斷崖,,緣著斷崖絕壁而建的全新棧道，底端由透明的強化玻璃製成，全長約190公尺，一次僅十人進入，一邊是山景，一邊是藍太平洋，腳下的萬丈深淵更是一覽無遺，驚險程度破表,886-3-8791350,花蓮縣豐濱鄉台11線新豐隧道外,花蓮縣,豐濱鄉,,09:00-17:00,,121.545564,23.675357,,,,,['nan']
